,Course Title,Course Headline,Rating,Reviews,Course Length,Lectures,Level,Instructor
1711,Practical Java Unit Testing with JUnit 5,"Learn practical <strong>Java</strong> Unit Testing with JUnit 5 in just 1 hour. Comes with a quiz, JUnit cheat sheet and extra exercises.",Rating: 4.6 out of 5,4228 reviews,1.5 total hours,29 lectures,All Levels,Adrian Wiech
1712,Create a Neural Network in Java,"Artificial Neural Networks in <strong>Java</strong>, From Scratch",Rating: 4.8 out of 5,24 reviews,18 total hours,196 lectures,Intermediate,John Purcell
1713,Gradle for java developers,Master the fundamentals of gradle in easy steps,Rating: 4.5 out of 5,1455 reviews,4.5 total hours,62 lectures,All Levels,Bharath Thippireddy
1714,Core Java Deep Dive with Practical Examples(Highest rated),"Deep Dive - <strong>Java</strong> Object Oriented Programming,Inheritance,Exceptions,Multithreading,Collections,IO,Network,Regex, Servlet",Rating: 4.6 out of 5,84 reviews,26 total hours,182 lectures,Intermediate,Suresh Kumar Reddy
1715,Top 150+ QA Automation Interview Questions & Resume Tips,"Job oriented Interview preparation course on Selenium, API testing, Testng, SQL, cucumber & <strong>Java</strong> programs with solutions",Rating: 4.7 out of 5,3583 reviews,10 total hours,49 lectures,All Levels,Rahul Shetty
1716,Advanced Java Challenge - Interview Practice Tests,,Rating: 4.7 out of 5,5 reviews,102 questions,,All Levels,Michael Pogrebinsky | Software Architecture & Java Programming Expert
1717,"Preparation to Java Technical Interview - Java Core, Java EE",,Rating: 0.0 out of 5,0 reviews,5 total hours,45 lectures,All Levels,Andrii Piatakha
1718,Java for Dummies with Handson Program and Capstone Project,,Rating: 5.0 out of 5,4 reviews,12.5 total hours,102 lectures,Beginner,Ranjan Pandey
1719,Advanced One Day Java Workshop from Java 8 to 17,,Rating: 4.8 out of 5,27 reviews,5.5 total hours,30 lectures,Intermediate,Arunan Ramanathan
1720,Java Course for Beginners with Practical Project Examples,,Rating: 4.2 out of 5,3 reviews,14 total hours,61 lectures,All Levels,Balvir Chahal
1721,Java Bootcamp for Beginners 2023: Hands-on approach with CS,,Rating: 0.0 out of 5,0 reviews,8 total hours,93 lectures,Beginner,"Seb D. Karter | MSc, MBA"
1722,The Guide to Computer Programming in Java,,Rating: 4.9 out of 5,5 reviews,7 total hours,48 lectures,All Levels,Alexandru Dincă
1723,Building Java using Gradle on Jenkins,,Rating: 5.0 out of 5,1 review,2 total hours,20 lectures,Beginner,John Valentino
1724,Java SE 11 Developer 1Z0-819 OCP Course - Part 2,Getting <strong>Java</strong> Certified is great for your career.  Acquire the skills to pass the Oracle <strong>Java</strong> certification exam!,Rating: 4.5 out of 5,851 reviews,21 total hours,188 lectures,Intermediate,"Tim Buchalka, Tim Buchalka's Learn Programming Academy"
1725,Java Programming For Complete Beginners And Experts,Learn <strong>Java</strong> Programming In This Course With 275+ Coding Examples And Become A Complete <strong>Java</strong> Programmer,Rating: 4.1 out of 5,115 reviews,49.5 total hours,285 lectures,All Levels,Mehmet Vahit Senturk
1726,Selenium WebDriver with Java & Cucumber BDD,Build a start to finish web automation testing framework and simulate user behavior on a web application + LIVE TEST APP,Rating: 4.4 out of 5,7080 reviews,6.5 total hours,70 lectures,Beginner,Tim Short
1727,Master Java Unit Testing with Spring Boot & Mockito,"Learn to write awesome <strong>Java</strong> JUnit unit tests with Spring Boot, Mockito, JsonAssert, Hamcrest & JsonPath in 40 easy steps",Rating: 4.5 out of 5,5487 reviews,4 total hours,55 lectures,All Levels,in28Minutes Official
1728,Spring MVC For Beginners - Build Java Web App in 25 Steps,Learn Spring MVC Framework with a Hands-on Step by Step Approach building a Todo Management Application!,Rating: 4.5 out of 5,9144 reviews,6.5 total hours,53 lectures,Beginner,in28Minutes Official
1729,JSF 2.2 - Java Server Faces for Beginners - Build a DB App,JSF 2.2 - Build a Real JSF Web Application that connects to a Database - Most Popular JSF course,Rating: 4.7 out of 5,2690 reviews,6 total hours,55 lectures,All Levels,Chad Darby
1730,Become a Junior Java Software Developer,Complete practical and conceptual <strong>Java</strong> programming course for beginners,Rating: 4.2 out of 5,2150 reviews,8 total hours,53 lectures,Beginner,Tim Short
1731,Programming Java for Beginners - The Ultimate Java Tutorial,Learn <strong>Java</strong> Programming at your own Pace. Comes Complete with Working Files and a Verifiable Certificate of Completion.,Rating: 4.5 out of 5,1374 reviews,10 total hours,114 lectures,All Levels,Infinite Skills
1732,The Java EE Course - build a Java EE app from scratch,"Build a full <strong>Java</strong> EE airline management application from scratch, and learn <strong>Java</strong> EE theory and practice in the process.",Rating: 4.7 out of 5,381 reviews,20.5 total hours,98 lectures,All Levels,Daniel Chermetz
1733,Java Design Patterns,Master the popular Core and <strong>Java</strong> EE Design Patterns in easy steps,Rating: 4.6 out of 5,1648 reviews,6.5 total hours,152 lectures,All Levels,Bharath Thippireddy
1734,Mockito: Next-Level Java Unit Testing,Learn the latest Mockito 4 for <strong>Java</strong> unit testing in just 2 hours and take your developer career to the next level!,Rating: 4.6 out of 5,1479 reviews,2 total hours,28 lectures,All Levels,Adrian Wiech
1735,Selenium Webdriver & Java - Using Real Examples - 2023,Clean & Lean Selenium Webdriver. Build a highly advanced framework using a realistic e-commerce store!,Rating: 4.7 out of 5,474 reviews,20.5 total hours,171 lectures,All Levels,Sal Learning
1736,Java programming language - JAVA for BEGINNERS course,Start coding with <strong>JAVA</strong> in no time,Rating: 4.8 out of 5,99 reviews,3 total hours,46 lectures,Beginner,Baked Brackets
1737,Selenium WebDriver + Java. Complete step by step course.,Complete course where you will learn automation testing using Selenium WebDriver + <strong>Java</strong> from scratch.,Rating: 4.3 out of 5,5899 reviews,6.5 total hours,111 lectures,Beginner,IT Room
1738,Android Java Masterclass - Become an App Developer,Improve your career options by learning Android app Development. Master Android Studio and build your first app today,Rating: 4.3 out of 5,10344 reviews,60.5 total hours,323 lectures,All Levels,"Tim Buchalka, Jean-Paul Roberts, Tim Buchalka's Learn Programming Academy"
1739,Java Multithreading & Concurrency - Interview Practice Exams,Prepare for your <strong>Java</strong> Software Engineering Job Interview with 100+ questions. Practice <strong>Java</strong> Concurrency & Multithreading,Rating: 4.8 out of 5,38 reviews,101 questions,,All Levels,Michael Pogrebinsky | Software Architecture & Java Programming Expert
1740,"Java Collections Framework + Generics, Lambdas & Stream API",Learn <strong>Java</strong> Collections Framework from scratch to PRO level with practical exercises,Rating: 4.5 out of 5,581 reviews,6 total hours,32 lectures,All Levels,"Andrii Piatakha, Learn IT University"
1741,Testing Spring Boot 3 Application with JUnit and Mockito,"Unit tests and Integration tests for Spring Boot App using JUnit, Mockito, AssertJ, Hamcrest, JsonPath, & Testcontainers",Rating: 4.6 out of 5,699 reviews,8.5 total hours,77 lectures,Intermediate,Ramesh Fadatare (Java Guides)
1742,Reactive Programming in Modern Java using Project Reactor,Learn to write fast performing Asynchronous and NonBlocking code using the Reactive Programming principles and Reactor.,Rating: 4.5 out of 5,591 reviews,7 total hours,82 lectures,All Levels,Pragmatic Code School
1743,Functional & Reactive programming in Java : Modern Style,"<strong>Java</strong> Programming MasterClass, Design Patterns,Data Structures,Lambda,Streams,Collectors,Collections,Optionals & RxJava",Rating: 4.4 out of 5,1354 reviews,21 total hours,192 lectures,All Levels,Basics Strong
1744,Advanced Java Challenge - Interview Practice Tests,,Rating: 4.7 out of 5,5 reviews,102 questions,,All Levels,Michael Pogrebinsky | Software Architecture & Java Programming Expert
1745,"Preparation to Java Technical Interview - Java Core, Java EE",,Rating: 0.0 out of 5,0 reviews,5 total hours,45 lectures,All Levels,Andrii Piatakha
1746,Java for Dummies with Handson Program and Capstone Project,,Rating: 5.0 out of 5,4 reviews,12.5 total hours,102 lectures,Beginner,Ranjan Pandey
1747,Advanced One Day Java Workshop from Java 8 to 17,,Rating: 4.8 out of 5,27 reviews,5.5 total hours,30 lectures,Intermediate,Arunan Ramanathan
1748,Java Course for Beginners with Practical Project Examples,,Rating: 4.2 out of 5,3 reviews,14 total hours,61 lectures,All Levels,Balvir Chahal
1749,Java Bootcamp for Beginners 2023: Hands-on approach with CS,,Rating: 0.0 out of 5,0 reviews,8 total hours,93 lectures,Beginner,"Seb D. Karter | MSc, MBA"
1750,The Guide to Computer Programming in Java,,Rating: 4.9 out of 5,5 reviews,7 total hours,48 lectures,All Levels,Alexandru Dincă
1751,Building Java using Gradle on Jenkins,,Rating: 5.0 out of 5,1 review,2 total hours,20 lectures,Beginner,John Valentino
1752,Learn Java Programming - Beginners guide 2022,Learn <strong>Java</strong> Programming And Become a Software Developer.,Rating: 4.3 out of 5,257 reviews,4 total hours,49 lectures,Beginner,Mark Nielsen
1753,IntelliJ IDEA Tricks to Boost Productivity for Java Devs,Fast Coding Tricks of IntelliJ IDEA that Every <strong>Java</strong> Developer Should Know. Instant Productivity Boost Tutorial.,Rating: 4.4 out of 5,2264 reviews,1.5 total hours,32 lectures,All Levels,"Tao W., James Lee"
1754,Struts 2 Framework for Beginners,Learn how to build <strong>Java</strong> MVC applications using Struts 2 Framework.,Rating: 4.5 out of 5,1442 reviews,8 total hours,99 lectures,Beginner,Abhay Redkar
1755,Reflections and Annotation in Java Uncomplicated,Build your own Spring like Dependency Injection and Hibernate Like ORM tools using core <strong>java</strong> Reflections and Annotations,Rating: 4.5 out of 5,230 reviews,4 total hours,28 lectures,All Levels,Basics Strong
1756,Master Object Oriented Design in Java - Homework + Solutions,Don't just learn <strong>Java</strong>! Learn to write practical industry standard object oriented software and super charge your career!,Rating: 4.4 out of 5,5049 reviews,5.5 total hours,40 lectures,All Levels,Imtiaz Ahmad
1757,Java Interview Help,"Quickly review <strong>java</strong>, spring boot, micro services, rest, devops and cloud for <strong>java</strong> interviews",Rating: 4.3 out of 5,921 reviews,7 total hours,322 lectures,All Levels,Bharath Thippireddy
1758,Java Message Service - JMS Fundamentals,Master the fundamentals of <strong>Java</strong> Messaging in Simple Steps,Rating: 4.5 out of 5,1787 reviews,5.5 total hours,101 lectures,All Levels,Bharath Thippireddy
1759,Java Spring Tutorial Masterclass - Learn Spring Framework 5,"Can't Find a good Spring Tutorial? Finally Understand Spring 5 With Spring Core, Spring MVC, Spring Boot 2 and more",Rating: 4.3 out of 5,6154 reviews,45.5 total hours,273 lectures,All Levels,"Tim Buchalka, Tim Buchalka's Learn Programming Academy, Goran Lochert"
1760,Java Programming | Absolute Beginners,"Learn the first steps of becoming a computer programmer starting with the most used computer language, <strong>JAVA</strong>!",Rating: 4.7 out of 5,190 reviews,4.5 total hours,57 lectures,Beginner,Lum Dalipi
1761,Learn AWS - Deploy Java Spring Boot to AWS Elastic Beanstalk,Learn AWS deploying <strong>Java</strong> Spring Boot Apps to AWS Elastic Beanstalk. Take <strong>Java</strong> Spring Boot REST APIs & Full Stack to AWS.,Rating: 4.6 out of 5,1458 reviews,6.5 total hours,66 lectures,Beginner,in28Minutes Official
1762,Apache Maven: Beginner to Guru,Master Apache Maven to Build and Deploy Your <strong>Java</strong> and Spring Boot Applications,Rating: 4.6 out of 5,2992 reviews,17 total hours,198 lectures,All Levels,"John Thompson • 465,000+ Enrollments Worldwide, Spring Ahead Code Academy"
1763,AWS Serverless REST APIs for Java Developers. CI/CD included,"Build Serverless REST APIs with <strong>Java</strong>. AWS Lambda, Amazon API Gateway, AWS SAM, AWS Developer Tools.",Rating: 4.8 out of 5,222 reviews,14.5 total hours,237 lectures,Beginner,Sergey Kargopolov
1764,Java Interview Questions Boot Camp - 1000+ Q& A Master Class,"Covering Generics, Collections, MultiThreading, Design Patterns, OOPs, Functional Programming, OOAD, ENUM and much more",Rating: 4.1 out of 5,187 reviews,25 total hours,179 lectures,All Levels,Basics Strong
1765,Complete Java Tutorial Step by Step - become a programmer,"Learn <strong>Java</strong> to become Industry ready programmer. Acquire skills in <strong>Java</strong> to face job interviews, develop Android apps.",Rating: 4.6 out of 5,90 reviews,23.5 total hours,143 lectures,All Levels,Shibaji Paul
1766,"Master Spring framework, Spring Boot, REST, JPA, Hibernate","Master <strong>Java</strong> framework Spring, AOP, Spring MVC, Spring Boot, Thymeleaf, Spring Security, Spring JDBC,Spring Data JPA,REST",Rating: 4.6 out of 5,1700 reviews,36 total hours,251 lectures,Beginner,Eazy Bytes
1767,Java Programming - The Apprentice Course,Learn the basics of the <strong>Java</strong> programming language using <strong>Java</strong> and the Eclipse design environment.,Rating: 4.8 out of 5,17 reviews,7.5 total hours,78 lectures,Beginner,Gregory Safko
1768,Introduction to Java,"Certification & Programming with <strong>Java</strong> [<strong>Java</strong> 11, <strong>Java</strong> 12 , <strong>Java</strong> 13, <strong>Java</strong> 14, <strong>Java</strong> 15, <strong>Java</strong> 16, <strong>Java</strong> 17]",Rating: 4.4 out of 5,19 reviews,20 total hours,163 lectures,Beginner,Amey Thatte
1769,The Complete Regular Expressions(Regex) Course For Beginners,"Regular Expressions (Regex) for <strong>Java</strong>,Linux,JavaScript,Python or other languages, with 30 illustrated exercises/examples.",Rating: 4.6 out of 5,5465 reviews,3.5 total hours,34 lectures,Beginner,Sujith George
1770,Java Persistence: Hibernate and JPA Fundamentals,A simple-to-follow and easy-to-understand course on <strong>Java</strong> Persistence API (JPA) with Hibernate,Rating: 4.3 out of 5,4130 reviews,11 total hours,74 lectures,All Levels,Deshraj Singh Kiran
1771,Java Spring & Apache Kafka Bootcamp - Basic to Complete,"Spring + Apache Kafka in microservice, Kafka Stream, Kafka REST Proxy, Kafka Schema Registry using JSON & Avro, KsqlDB",Rating: 4.7 out of 5,702 reviews,20 total hours,242 lectures,All Levels,Timotius Pamungkas
1772,Advanced Java Challenge - Interview Practice Tests,,Rating: 4.7 out of 5,5 reviews,102 questions,,All Levels,Michael Pogrebinsky | Software Architecture & Java Programming Expert
1773,"Preparation to Java Technical Interview - Java Core, Java EE",,Rating: 0.0 out of 5,0 reviews,5 total hours,45 lectures,All Levels,Andrii Piatakha
1774,Java for Dummies with Handson Program and Capstone Project,,Rating: 5.0 out of 5,4 reviews,12.5 total hours,102 lectures,Beginner,Ranjan Pandey
1775,Advanced One Day Java Workshop from Java 8 to 17,,Rating: 4.8 out of 5,27 reviews,5.5 total hours,30 lectures,Intermediate,Arunan Ramanathan
